LYON,1609.791688398085
RENNES,1537.767440714956
MARSEILLE,1536.9649933102535
BORDEAUX,1527.80820579559
LENS,1523.3861045235376
SOCHAUX,1520.3918198175936
AUXERRE,1512.987729962006
LORIENT,1508.821868399626
TOULOUSE,1497.9771787735149
LE MANS,1496.8114401508988
MONACO,1496.2532908643936
NICE,1489.3945694663553
PARIS-SG,1485.5014104770944
ST-ETIENNE,1479.0999182655737
LILLE,1478.7877313466333
NANCY,1477.5675390024294
VALENCIENNES,1473.1591741817363
SEDAN,1451.9014269209083
TROYES,1449.8655328718257
NANTES,1445.7609367569887
METZ,1401.101160666619
STRASBOURG,1378.4188199032483
AMIENS,1362.6928712107674
CAEN,1361.188280862754
GRENOBLE,1344.937897575543
LE HAVRE,1306.782181036049
BASTIA,1306.1667612981028
DIJON,1303.1728081063025
AC-AJACCIO,1302.6253684552692
GUINGAMP,1302.2159193823059
CHATEAUROUX,1299.1351881693647
CRETEIL,1281.1139841727008
NIORT,1278.3747716420255
BREST,1274.2517584302484
REIMS,1273.8084699658348
LIBOURNE,1271.3276096675113
MONTPELLIER,1259.782162660225
GUEUGNON,1258.7698236843005
ISTRES,1249.298057344512
CLERMONT,1233.7378234463508
BOULOGNE,1195.0414477131137
TOURS,1184.8361057663162
LAVAL,1173.2034186995654
ANGERS,1161.7907000272041
NIMES,1137.1607070216078
PARIS-FC,1132.1298791042161
LOUHANS,1128.9059866661444
SETE,1104.6428967289125
VANNES,1090.4257278133546
BEAUVAIS,1085.829728564208
SANNOIS-ST-GRATIEN,1071.2570027151878
CHERBOURG,1069.2629033022965
ROMORANTIN,1066.5570729115593
CANNES,1063.8762561456695
MARTIGUES,1058.6212932560286
CHATELLERAULT,1057.2168828895726
PAU,1053.0987870853698
TOULON,1048.6934782659832
RAON,1043.927551365978
YZEURE,1024.6204562776772
ALFORVILLE,0.0
ANNECY,0.0
ARLES,0.0
AUBAGNE,0
AVRANCHES,0.0
BASTIA CA,0.0
BAYONNE,0.0
BELFORT,0.0
BESANCON,0.0
BEZIERS,0.0
BORGO,0.0
BOURG-PERONNAS,0.0
CALAIS,0.0
CARQUEFOU,0.0
CASSIS-CARNOUX,0.0
CHAMBLY,0.0
CHOLET,0.0
COLMAR,0.0
COLOMIERS,0.0
CONCARNEAU,0.0
CROIX-SAVOIE,0.0
DRANCY,0.0
DUNKERQUE,0.0
EPINAL,0.0
FC GOBELINS,0.0
FREJUS,0.0
GAP,0.0
GAZELEC AJACCIO,0.0
HYERES,0.0
LE POIRE-SUR-VIE,0.0
LE PUY,0.0
LES HERBIERS,0.0
LUCON,0.0
LUZENAC,0.0
LYON DUCHERE,0.0
MARIGNANE,0.0
MARSEILLE CONSOLAT,0.0
MONTS-D-OR-AZERGUES,0.0
MOULINS,0.0
ORLEANS,0.0
PACY,0.0
PLABENNEC,0.0
QUEVILLY,0.0
RED STAR,0.0
RODEZ,0.0
ROUEN,0.0
SAINT-BRIEUC,0.0
UZES,0.0
VERSAILLES,0.0
VILLEFRANCHE,0.0
VILLEMOMBLE,0.0
